apr-drg;apr-drg_label;mdc_label;medisch_of_chirurgisch;soort_hospitalisatie;nis_code;gewest;aantal_verblijven
382;Maligne aandoeningen van de mamma;MDC 09 : Huid, subcutis, borstklier;Medisch;Daghosp.;0;Buitenlands verblijf;21
383;Cellulitis en andere huidinfecties;MDC 09 : Huid, subcutis, borstklier;Medisch;Klass. hosp.;2000;Vlaams Gewest;7 448
383;Cellulitis en andere huidinfecties;MDC 09 : Huid, subcutis, borstklier;Medisch;Klass. hosp.;3000;Waals Gewest;4 047
383;Cellulitis en andere huidinfecties;MDC 09 : Huid, subcutis, borstklier;Medisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;1 079
383;Cellulitis en andere huidinfecties;MDC 09 : Huid, subcutis, borstklier;Medisch;Klass. hosp.;0;Buitenlands verblijf;158
383;Cellulitis en andere huidinfecties;MDC 09 : Huid, subcutis, borstklier;Medisch;Klass. hosp.;9999;Zonder vast verblijf;11
383;Cellulitis en andere huidinfecties;MDC 09 : Huid, subcutis, borstklier;Medisch;Daghosp.;2000;Vlaams Gewest;1 699
383;Cellulitis en andere huidinfecties;MDC 09 : Huid, subcutis, borstklier;Medisch;Daghosp.;3000;Waals Gewest;633
383;Cellulitis en andere huidinfecties;MDC 09 : Huid, subcutis, borstklier;Medisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;208
383;Cellulitis en andere huidinfecties;MDC 09 : Huid, subcutis, borstklier;Medisch;Daghosp.;0;Buitenlands verblijf;29
383;Cellulitis en andere huidinfecties;MDC 09 : Huid, subcutis, borstklier;Medisch;Daghosp.;9999;Zonder vast verblijf;< 5
384;Contusie, open wonde en andere trauma van de huid en van het subcutaan weefsel;MDC 09 : Huid, subcutis, borstklier;Medisch;Klass. hosp.;2000;Vlaams Gewest;4 510
384;Contusie, open wonde en andere trauma van de huid en van het subcutaan weefsel;MDC 09 : Huid, subcutis, borstklier;Medisch;Klass. hosp.;3000;Waals Gewest;2 481
384;Contusie, open wonde en andere trauma van de huid en van het subcutaan weefsel;MDC 09 : Huid, subcutis, borstklier;Medisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;678
384;Contusie, open wonde en andere trauma van de huid en van het subcutaan weefsel;MDC 09 : Huid, subcutis, borstklier;Medisch;Klass. hosp.;0;Buitenlands verblijf;88
384;Contusie, open wonde en andere trauma van de huid en van het subcutaan weefsel;MDC 09 : Huid, subcutis, borstklier;Medisch;Klass. hosp.;9999;Zonder vast verblijf;12
384;Contusie, open wonde en andere trauma van de huid en van het subcutaan weefsel;MDC 09 : Huid, subcutis, borstklier;Medisch;Daghosp.;2000;Vlaams Gewest;1 988
384;Contusie, open wonde en andere trauma van de huid en van het subcutaan weefsel;MDC 09 : Huid, subcutis, borstklier;Medisch;Daghosp.;3000;Waals Gewest;932
384;Contusie, open wonde en andere trauma van de huid en van het subcutaan weefsel;MDC 09 : Huid, subcutis, borstklier;Medisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;537
384;Contusie, open wonde en andere trauma van de huid en van het subcutaan weefsel;MDC 09 : Huid, subcutis, borstklier;Medisch;Daghosp.;0;Buitenlands verblijf;86
384;Contusie, open wonde en andere trauma van de huid en van het subcutaan weefsel;MDC 09 : Huid, subcutis, borstklier;Medisch;Daghosp.;9999;Zonder vast verblijf;17
385;Andere aandoeningen van de huid, het subcutaan weefsel en de mamma;MDC 09 : Huid, subcutis, borstklier;Medisch;Klass. hosp.;2000;Vlaams Gewest;2 757
385;Andere aandoeningen van de huid, het subcutaan weefsel en de mamma;MDC 09 : Huid, subcutis, borstklier;Medisch;Klass. hosp.;3000;Waals Gewest;1 743
385;Andere aandoeningen van de huid, het subcutaan weefsel en de mamma;MDC 09 : Huid, subcutis, borstklier;Medisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;523
385;Andere aandoeningen van de huid, het subcutaan weefsel en de mamma;MDC 09 : Huid, subcutis, borstklier;Medisch;Klass. hosp.;0;Buitenlands verblijf;61
385;Andere aandoeningen van de huid, het subcutaan weefsel en de mamma;MDC 09 : Huid, subcutis, borstklier;Medisch;Daghosp.;2000;Vlaams Gewest;10 017
385;Andere aandoeningen van de huid, het subcutaan weefsel en de mamma;MDC 09 : Huid, subcutis, borstklier;Medisch;Daghosp.;3000;Waals Gewest;6 098
385;Andere aandoeningen van de huid, het subcutaan weefsel en de mamma;MDC 09 : Huid, subcutis, borstklier;Medisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;1 635
385;Andere aandoeningen van de huid, het subcutaan weefsel en de mamma;MDC 09 : Huid, subcutis, borstklier;Medisch;Daghosp.;0;Buitenlands verblijf;163
385;Andere aandoeningen van de huid, het subcutaan weefsel en de mamma;MDC 09 : Huid, subcutis, borstklier;Medisch;Daghosp.;9999;Zonder vast verblijf;< 5
401;Procedures op bijnieren en hypofyse;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;315
401;Procedures op bijnieren en hypofyse;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Klass. hosp.;3000;Waals Gewest;191
401;Procedures op bijnieren en hypofyse;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;61
401;Procedures op bijnieren en hypofyse;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;15
403;Procedures voor obesitas;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;7 119
403;Procedures voor obesitas;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Klass. hosp.;3000;Waals Gewest;6 441
403;Procedures voor obesitas;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;1 270
403;Procedures voor obesitas;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;1 020
403;Procedures voor obesitas;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Klass. hosp.;9999;Zonder vast verblijf;8
403;Procedures voor obesitas;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Daghosp.;2000;Vlaams Gewest;56
403;Procedures voor obesitas;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Daghosp.;3000;Waals Gewest;14
403;Procedures voor obesitas;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;< 5
403;Procedures voor obesitas;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Daghosp.;0;Buitenlands verblijf;94
404;Procedures op schildklier, bijschildklieren en ductus thyreoglossus;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;3 441
404;Procedures op schildklier, bijschildklieren en ductus thyreoglossus;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Klass. hosp.;3000;Waals Gewest;2 966
404;Procedures op schildklier, bijschildklieren en ductus thyreoglossus;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;687
404;Procedures op schildklier, bijschildklieren en ductus thyreoglossus;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;100
404;Procedures op schildklier, bijschildklieren en ductus thyreoglossus;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Klass. hosp.;9999;Zonder vast verblijf;< 5
404;Procedures op schildklier, bijschildklieren en ductus thyreoglossus;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Daghosp.;2000;Vlaams Gewest;32
404;Procedures op schildklier, bijschildklieren en ductus thyreoglossus;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Daghosp.;3000;Waals Gewest;16
404;Procedures op schildklier, bijschildklieren en ductus thyreoglossus;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;< 5
404;Procedures op schildklier, bijschildklieren en ductus thyreoglossus;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Daghosp.;0;Buitenlands verblijf;< 5
405;Andere procedures bij endocriene, nutritionele en metabole stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;141
405;Andere procedures bij endocriene, nutritionele en metabole stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Klass. hosp.;3000;Waals Gewest;138
405;Andere procedures bij endocriene, nutritionele en metabole stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;26
405;Andere procedures bij endocriene, nutritionele en metabole stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;10
405;Andere procedures bij endocriene, nutritionele en metabole stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Klass. hosp.;9999;Zonder vast verblijf;< 5
405;Andere procedures bij endocriene, nutritionele en metabole stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Daghosp.;2000;Vlaams Gewest;10
405;Andere procedures bij endocriene, nutritionele en metabole stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Daghosp.;3000;Waals Gewest;5
405;Andere procedures bij endocriene, nutritionele en metabole stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;< 5
420;Diabetes;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;2000;Vlaams Gewest;6 600
420;Diabetes;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;3000;Waals Gewest;3 467
420;Diabetes;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;1 275
420;Diabetes;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;0;Buitenlands verblijf;128
420;Diabetes;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;9999;Zonder vast verblijf;11
420;Diabetes;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Daghosp.;2000;Vlaams Gewest;23
420;Diabetes;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Daghosp.;3000;Waals Gewest;10
420;Diabetes;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;9
421;Malnutritie, “failure to thrive” en andere nutritionele stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;2000;Vlaams Gewest;3 664
421;Malnutritie, “failure to thrive” en andere nutritionele stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;3000;Waals Gewest;2 342
421;Malnutritie, “failure to thrive” en andere nutritionele stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;541
421;Malnutritie, “failure to thrive” en andere nutritionele stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;0;Buitenlands verblijf;83
421;Malnutritie, “failure to thrive” en andere nutritionele stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;9999;Zonder vast verblijf;5
421;Malnutritie, “failure to thrive” en andere nutritionele stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Daghosp.;2000;Vlaams Gewest;1 412
421;Malnutritie, “failure to thrive” en andere nutritionele stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Daghosp.;3000;Waals Gewest;625
421;Malnutritie, “failure to thrive” en andere nutritionele stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;147
421;Malnutritie, “failure to thrive” en andere nutritionele stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Daghosp.;0;Buitenlands verblijf;49
422;Hypovolemie en gerelateerde electrolytenstoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;2000;Vlaams Gewest;2 985
422;Hypovolemie en gerelateerde electrolytenstoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;3000;Waals Gewest;1 383
422;Hypovolemie en gerelateerde electrolytenstoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;336
422;Hypovolemie en gerelateerde electrolytenstoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;0;Buitenlands verblijf;28
422;Hypovolemie en gerelateerde electrolytenstoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Daghosp.;2000;Vlaams Gewest;< 5
422;Hypovolemie en gerelateerde electrolytenstoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Daghosp.;3000;Waals Gewest;< 5
423;Congenitale afwijkingen van het metabolisme;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;2000;Vlaams Gewest;304
423;Congenitale afwijkingen van het metabolisme;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;3000;Waals Gewest;160
423;Congenitale afwijkingen van het metabolisme;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;69
423;Congenitale afwijkingen van het metabolisme;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;0;Buitenlands verblijf;12
423;Congenitale afwijkingen van het metabolisme;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Daghosp.;2000;Vlaams Gewest;181
423;Congenitale afwijkingen van het metabolisme;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Daghosp.;3000;Waals Gewest;60
423;Congenitale afwijkingen van het metabolisme;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;57
423;Congenitale afwijkingen van het metabolisme;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Daghosp.;0;Buitenlands verblijf;< 5
424;Andere endocriene stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;2000;Vlaams Gewest;1 799
424;Andere endocriene stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;3000;Waals Gewest;1 148
424;Andere endocriene stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;371
424;Andere endocriene stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;0;Buitenlands verblijf;62
424;Andere endocriene stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;9999;Zonder vast verblijf;< 5
424;Andere endocriene stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Daghosp.;2000;Vlaams Gewest;137
424;Andere endocriene stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Daghosp.;3000;Waals Gewest;95
424;Andere endocriene stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;21
424;Andere endocriene stoornissen;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Daghosp.;0;Buitenlands verblijf;< 5
425;Andere elektrolytenstoornissen behalve in verband met hypovolemie;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;2000;Vlaams Gewest;2 005
425;Andere elektrolytenstoornissen behalve in verband met hypovolemie;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;3000;Waals Gewest;1 606
425;Andere elektrolytenstoornissen behalve in verband met hypovolemie;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;374
425;Andere elektrolytenstoornissen behalve in verband met hypovolemie;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;0;Buitenlands verblijf;35
425;Andere elektrolytenstoornissen behalve in verband met hypovolemie;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Klass. hosp.;9999;Zonder vast verblijf;< 5
425;Andere elektrolytenstoornissen behalve in verband met hypovolemie;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Daghosp.;2000;Vlaams Gewest;15
425;Andere elektrolytenstoornissen behalve in verband met hypovolemie;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Daghosp.;3000;Waals Gewest;18
425;Andere elektrolytenstoornissen behalve in verband met hypovolemie;MDC 10 : Endocriene, voedings- en stofwisselingsziekten;Medisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;12
440;Niertransplantatie;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;278
440;Niertransplantatie;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;3000;Waals Gewest;137
440;Niertransplantatie;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;57
440;Niertransplantatie;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;19
441;Majeure procedures op de blaas;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;868
441;Majeure procedures op de blaas;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;3000;Waals Gewest;575
441;Majeure procedures op de blaas;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;133
441;Majeure procedures op de blaas;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;32
441;Majeure procedures op de blaas;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;2000;Vlaams Gewest;63
441;Majeure procedures op de blaas;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;3000;Waals Gewest;29
441;Majeure procedures op de blaas;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;10
441;Majeure procedures op de blaas;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;0;Buitenlands verblijf;< 5
442;Procedures op nier en urinewegen voor maligne aandoening;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;1 310
442;Procedures op nier en urinewegen voor maligne aandoening;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;3000;Waals Gewest;682
442;Procedures op nier en urinewegen voor maligne aandoening;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;150
442;Procedures op nier en urinewegen voor maligne aandoening;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;51
442;Procedures op nier en urinewegen voor maligne aandoening;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;2000;Vlaams Gewest;25
442;Procedures op nier en urinewegen voor maligne aandoening;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;3000;Waals Gewest;10
442;Procedures op nier en urinewegen voor maligne aandoening;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;< 5
442;Procedures op nier en urinewegen voor maligne aandoening;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;0;Buitenlands verblijf;7
443;Procedures op nier en urinewegen voor niet maligne aandoening;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;3 954
443;Procedures op nier en urinewegen voor niet maligne aandoening;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;3000;Waals Gewest;3 154
443;Procedures op nier en urinewegen voor niet maligne aandoening;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;682
443;Procedures op nier en urinewegen voor niet maligne aandoening;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;190
443;Procedures op nier en urinewegen voor niet maligne aandoening;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;9999;Zonder vast verblijf;< 5
443;Procedures op nier en urinewegen voor niet maligne aandoening;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;2000;Vlaams Gewest;4 909
443;Procedures op nier en urinewegen voor niet maligne aandoening;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;3000;Waals Gewest;1 892
443;Procedures op nier en urinewegen voor niet maligne aandoening;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;471
443;Procedures op nier en urinewegen voor niet maligne aandoening;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;0;Buitenlands verblijf;168
443;Procedures op nier en urinewegen voor niet maligne aandoening;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;9999;Zonder vast verblijf;< 5
444;Procedure enkel voor het aanleggen van een dialyse toegangsweg toestel;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;586
444;Procedure enkel voor het aanleggen van een dialyse toegangsweg toestel;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;3000;Waals Gewest;363
444;Procedure enkel voor het aanleggen van een dialyse toegangsweg toestel;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;106
444;Procedure enkel voor het aanleggen van een dialyse toegangsweg toestel;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;17
444;Procedure enkel voor het aanleggen van een dialyse toegangsweg toestel;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;9999;Zonder vast verblijf;< 5
444;Procedure enkel voor het aanleggen van een dialyse toegangsweg toestel;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;2000;Vlaams Gewest;227
444;Procedure enkel voor het aanleggen van een dialyse toegangsweg toestel;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;3000;Waals Gewest;127
444;Procedure enkel voor het aanleggen van een dialyse toegangsweg toestel;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;18
444;Procedure enkel voor het aanleggen van een dialyse toegangsweg toestel;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;0;Buitenlands verblijf;< 5
445;Andere procedures op de blaas;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;863
445;Andere procedures op de blaas;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;3000;Waals Gewest;419
445;Andere procedures op de blaas;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;126
445;Andere procedures op de blaas;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;28
445;Andere procedures op de blaas;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;9999;Zonder vast verblijf;< 5
445;Andere procedures op de blaas;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;2000;Vlaams Gewest;277
445;Andere procedures op de blaas;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;3000;Waals Gewest;142
445;Andere procedures op de blaas;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;26
445;Andere procedures op de blaas;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;0;Buitenlands verblijf;< 5
446;Transurethrale en urethrale procedures;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;9 498
446;Transurethrale en urethrale procedures;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;3000;Waals Gewest;3 553
446;Transurethrale en urethrale procedures;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;759
446;Transurethrale en urethrale procedures;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;185
446;Transurethrale en urethrale procedures;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;9999;Zonder vast verblijf;< 5
446;Transurethrale en urethrale procedures;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;2000;Vlaams Gewest;2 505
446;Transurethrale en urethrale procedures;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;3000;Waals Gewest;595
446;Transurethrale en urethrale procedures;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;293
446;Transurethrale en urethrale procedures;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;0;Buitenlands verblijf;54
446;Transurethrale en urethrale procedures;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;9999;Zonder vast verblijf;< 5
447;Andere procedures op nieren, urinewegen en gerelateerde procedures;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;288
447;Andere procedures op nieren, urinewegen en gerelateerde procedures;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;3000;Waals Gewest;207
447;Andere procedures op nieren, urinewegen en gerelateerde procedures;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;54
447;Andere procedures op nieren, urinewegen en gerelateerde procedures;MDC 11 : Nieren en urinewegen;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;11
447;Andere procedures op nieren, urinewegen en gerelateerde procedures;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;2000;Vlaams Gewest;46
447;Andere procedures op nieren, urinewegen en gerelateerde procedures;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;3000;Waals Gewest;23
447;Andere procedures op nieren, urinewegen en gerelateerde procedures;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;8
447;Andere procedures op nieren, urinewegen en gerelateerde procedures;MDC 11 : Nieren en urinewegen;Chirurgisch;Daghosp.;0;Buitenlands verblijf;< 5
461;Maligne aandoening van de nier en urinewegen;MDC 11 : Nieren en urinewegen;Medisch;Klass. hosp.;2000;Vlaams Gewest;970
461;Maligne aandoening van de nier en urinewegen;MDC 11 : Nieren en urinewegen;Medisch;Klass. hosp.;3000;Waals Gewest;734
461;Maligne aandoening van de nier en urinewegen;MDC 11 : Nieren en urinewegen;Medisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;226
