apr-drg;apr-drg_label;mdc_label;médical_ou_chirurgical;type_d_hospitalisation;code_ins;région;nombre_de_séjours
382;Affections malignes du sein;MDC 09 : Peau, tissu sous-cutané, sein;Médical;De jour;0;Domicile étranger;21
383;Cellulite et autres infections de la peau;MDC 09 : Peau, tissu sous-cutané, sein;Médical;Classique;2000;Région flamande;7 448
383;Cellulite et autres infections de la peau;MDC 09 : Peau, tissu sous-cutané, sein;Médical;Classique;3000;Région wallonne;4 047
383;Cellulite et autres infections de la peau;MDC 09 : Peau, tissu sous-cutané, sein;Médical;Classique;4000;Région de Bruxelles-Capitale;1 079
383;Cellulite et autres infections de la peau;MDC 09 : Peau, tissu sous-cutané, sein;Médical;Classique;0;Domicile étranger;158
383;Cellulite et autres infections de la peau;MDC 09 : Peau, tissu sous-cutané, sein;Médical;Classique;9999;Sans domicile fixe;11
383;Cellulite et autres infections de la peau;MDC 09 : Peau, tissu sous-cutané, sein;Médical;De jour;2000;Région flamande;1 699
383;Cellulite et autres infections de la peau;MDC 09 : Peau, tissu sous-cutané, sein;Médical;De jour;3000;Région wallonne;633
383;Cellulite et autres infections de la peau;MDC 09 : Peau, tissu sous-cutané, sein;Médical;De jour;4000;Région de Bruxelles-Capitale;208
383;Cellulite et autres infections de la peau;MDC 09 : Peau, tissu sous-cutané, sein;Médical;De jour;0;Domicile étranger;29
383;Cellulite et autres infections de la peau;MDC 09 : Peau, tissu sous-cutané, sein;Médical;De jour;9999;Sans domicile fixe;< 5
384;Contusion, plaie ouverte et autres traumatismes de la peau et du tissu sous-cutané;MDC 09 : Peau, tissu sous-cutané, sein;Médical;Classique;2000;Région flamande;4 510
384;Contusion, plaie ouverte et autres traumatismes de la peau et du tissu sous-cutané;MDC 09 : Peau, tissu sous-cutané, sein;Médical;Classique;3000;Région wallonne;2 481
384;Contusion, plaie ouverte et autres traumatismes de la peau et du tissu sous-cutané;MDC 09 : Peau, tissu sous-cutané, sein;Médical;Classique;4000;Région de Bruxelles-Capitale;678
384;Contusion, plaie ouverte et autres traumatismes de la peau et du tissu sous-cutané;MDC 09 : Peau, tissu sous-cutané, sein;Médical;Classique;0;Domicile étranger;88
384;Contusion, plaie ouverte et autres traumatismes de la peau et du tissu sous-cutané;MDC 09 : Peau, tissu sous-cutané, sein;Médical;Classique;9999;Sans domicile fixe;12
384;Contusion, plaie ouverte et autres traumatismes de la peau et du tissu sous-cutané;MDC 09 : Peau, tissu sous-cutané, sein;Médical;De jour;2000;Région flamande;1 988
384;Contusion, plaie ouverte et autres traumatismes de la peau et du tissu sous-cutané;MDC 09 : Peau, tissu sous-cutané, sein;Médical;De jour;3000;Région wallonne;932
384;Contusion, plaie ouverte et autres traumatismes de la peau et du tissu sous-cutané;MDC 09 : Peau, tissu sous-cutané, sein;Médical;De jour;4000;Région de Bruxelles-Capitale;537
384;Contusion, plaie ouverte et autres traumatismes de la peau et du tissu sous-cutané;MDC 09 : Peau, tissu sous-cutané, sein;Médical;De jour;0;Domicile étranger;86
384;Contusion, plaie ouverte et autres traumatismes de la peau et du tissu sous-cutané;MDC 09 : Peau, tissu sous-cutané, sein;Médical;De jour;9999;Sans domicile fixe;17
385;Autres affections de la peau, du tissu sous-cutané et du sein;MDC 09 : Peau, tissu sous-cutané, sein;Médical;Classique;2000;Région flamande;2 757
385;Autres affections de la peau, du tissu sous-cutané et du sein;MDC 09 : Peau, tissu sous-cutané, sein;Médical;Classique;3000;Région wallonne;1 743
385;Autres affections de la peau, du tissu sous-cutané et du sein;MDC 09 : Peau, tissu sous-cutané, sein;Médical;Classique;4000;Région de Bruxelles-Capitale;523
385;Autres affections de la peau, du tissu sous-cutané et du sein;MDC 09 : Peau, tissu sous-cutané, sein;Médical;Classique;0;Domicile étranger;61
385;Autres affections de la peau, du tissu sous-cutané et du sein;MDC 09 : Peau, tissu sous-cutané, sein;Médical;De jour;2000;Région flamande;10 017
385;Autres affections de la peau, du tissu sous-cutané et du sein;MDC 09 : Peau, tissu sous-cutané, sein;Médical;De jour;3000;Région wallonne;6 098
385;Autres affections de la peau, du tissu sous-cutané et du sein;MDC 09 : Peau, tissu sous-cutané, sein;Médical;De jour;4000;Région de Bruxelles-Capitale;1 635
385;Autres affections de la peau, du tissu sous-cutané et du sein;MDC 09 : Peau, tissu sous-cutané, sein;Médical;De jour;0;Domicile étranger;163
385;Autres affections de la peau, du tissu sous-cutané et du sein;MDC 09 : Peau, tissu sous-cutané, sein;Médical;De jour;9999;Sans domicile fixe;< 5
401;Procédures sur les surrénales et l'hypophyse;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;Classique;2000;Région flamande;315
401;Procédures sur les surrénales et l'hypophyse;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;Classique;3000;Région wallonne;191
401;Procédures sur les surrénales et l'hypophyse;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;61
401;Procédures sur les surrénales et l'hypophyse;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;Classique;0;Domicile étranger;15
403;Procédures pour obésité;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;Classique;2000;Région flamande;7 119
403;Procédures pour obésité;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;Classique;3000;Région wallonne;6 441
403;Procédures pour obésité;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;1 270
403;Procédures pour obésité;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;Classique;0;Domicile étranger;1 020
403;Procédures pour obésité;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;Classique;9999;Sans domicile fixe;8
403;Procédures pour obésité;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;De jour;2000;Région flamande;56
403;Procédures pour obésité;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;De jour;3000;Région wallonne;14
403;Procédures pour obésité;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;De jour;4000;Région de Bruxelles-Capitale;< 5
403;Procédures pour obésité;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;De jour;0;Domicile étranger;94
404;Procédures sur la thyroïde, les parathyroïdes et le canal thyréoglosse;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;Classique;2000;Région flamande;3 441
404;Procédures sur la thyroïde, les parathyroïdes et le canal thyréoglosse;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;Classique;3000;Région wallonne;2 966
404;Procédures sur la thyroïde, les parathyroïdes et le canal thyréoglosse;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;687
404;Procédures sur la thyroïde, les parathyroïdes et le canal thyréoglosse;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;Classique;0;Domicile étranger;100
404;Procédures sur la thyroïde, les parathyroïdes et le canal thyréoglosse;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;Classique;9999;Sans domicile fixe;< 5
404;Procédures sur la thyroïde, les parathyroïdes et le canal thyréoglosse;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;De jour;2000;Région flamande;32
404;Procédures sur la thyroïde, les parathyroïdes et le canal thyréoglosse;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;De jour;3000;Région wallonne;16
404;Procédures sur la thyroïde, les parathyroïdes et le canal thyréoglosse;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;De jour;4000;Région de Bruxelles-Capitale;< 5
404;Procédures sur la thyroïde, les parathyroïdes et le canal thyréoglosse;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;De jour;0;Domicile étranger;< 5
405;Autres procédures pour troubles endocriniens, nutritionnels et métaboliques;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;Classique;2000;Région flamande;141
405;Autres procédures pour troubles endocriniens, nutritionnels et métaboliques;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;Classique;3000;Région wallonne;138
405;Autres procédures pour troubles endocriniens, nutritionnels et métaboliques;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;26
405;Autres procédures pour troubles endocriniens, nutritionnels et métaboliques;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;Classique;0;Domicile étranger;10
405;Autres procédures pour troubles endocriniens, nutritionnels et métaboliques;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;Classique;9999;Sans domicile fixe;< 5
405;Autres procédures pour troubles endocriniens, nutritionnels et métaboliques;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;De jour;2000;Région flamande;10
405;Autres procédures pour troubles endocriniens, nutritionnels et métaboliques;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;De jour;3000;Région wallonne;5
405;Autres procédures pour troubles endocriniens, nutritionnels et métaboliques;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;De jour;4000;Région de Bruxelles-Capitale;< 5
420;Diabète;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;2000;Région flamande;6 600
420;Diabète;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;3000;Région wallonne;3 467
420;Diabète;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;4000;Région de Bruxelles-Capitale;1 275
420;Diabète;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;0;Domicile étranger;128
420;Diabète;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;9999;Sans domicile fixe;11
420;Diabète;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;De jour;2000;Région flamande;23
420;Diabète;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;De jour;3000;Région wallonne;10
420;Diabète;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;De jour;4000;Région de Bruxelles-Capitale;9
421;Malnutrition, retard staturopondéral et autres troubles nutritionnels;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;2000;Région flamande;3 664
421;Malnutrition, retard staturopondéral et autres troubles nutritionnels;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;3000;Région wallonne;2 342
421;Malnutrition, retard staturopondéral et autres troubles nutritionnels;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;4000;Région de Bruxelles-Capitale;541
421;Malnutrition, retard staturopondéral et autres troubles nutritionnels;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;0;Domicile étranger;83
421;Malnutrition, retard staturopondéral et autres troubles nutritionnels;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;9999;Sans domicile fixe;5
421;Malnutrition, retard staturopondéral et autres troubles nutritionnels;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;De jour;2000;Région flamande;1 412
421;Malnutrition, retard staturopondéral et autres troubles nutritionnels;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;De jour;3000;Région wallonne;625
421;Malnutrition, retard staturopondéral et autres troubles nutritionnels;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;De jour;4000;Région de Bruxelles-Capitale;147
421;Malnutrition, retard staturopondéral et autres troubles nutritionnels;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;De jour;0;Domicile étranger;49
422;Hypovolémie et troubles électrolytiques associés;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;2000;Région flamande;2 985
422;Hypovolémie et troubles électrolytiques associés;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;3000;Région wallonne;1 383
422;Hypovolémie et troubles électrolytiques associés;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;4000;Région de Bruxelles-Capitale;336
422;Hypovolémie et troubles électrolytiques associés;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;0;Domicile étranger;28
422;Hypovolémie et troubles électrolytiques associés;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;De jour;2000;Région flamande;< 5
422;Hypovolémie et troubles électrolytiques associés;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;De jour;3000;Région wallonne;< 5
423;Anomalies congénitales du métabolisme;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;2000;Région flamande;304
423;Anomalies congénitales du métabolisme;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;3000;Région wallonne;160
423;Anomalies congénitales du métabolisme;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;4000;Région de Bruxelles-Capitale;69
423;Anomalies congénitales du métabolisme;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;0;Domicile étranger;12
423;Anomalies congénitales du métabolisme;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;De jour;2000;Région flamande;181
423;Anomalies congénitales du métabolisme;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;De jour;3000;Région wallonne;60
423;Anomalies congénitales du métabolisme;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;De jour;4000;Région de Bruxelles-Capitale;57
423;Anomalies congénitales du métabolisme;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;De jour;0;Domicile étranger;< 5
424;Autres troubles endocriniens;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;2000;Région flamande;1 799
424;Autres troubles endocriniens;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;3000;Région wallonne;1 148
424;Autres troubles endocriniens;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;4000;Région de Bruxelles-Capitale;371
424;Autres troubles endocriniens;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;0;Domicile étranger;62
424;Autres troubles endocriniens;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;9999;Sans domicile fixe;< 5
424;Autres troubles endocriniens;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;De jour;2000;Région flamande;137
424;Autres troubles endocriniens;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;De jour;3000;Région wallonne;95
424;Autres troubles endocriniens;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;De jour;4000;Région de Bruxelles-Capitale;21
424;Autres troubles endocriniens;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;De jour;0;Domicile étranger;< 5
425;Autres troubles électrolytiques sauf ceux associés à l'hypovolémie;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;2000;Région flamande;2 005
425;Autres troubles électrolytiques sauf ceux associés à l'hypovolémie;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;3000;Région wallonne;1 606
425;Autres troubles électrolytiques sauf ceux associés à l'hypovolémie;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;4000;Région de Bruxelles-Capitale;374
425;Autres troubles électrolytiques sauf ceux associés à l'hypovolémie;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;0;Domicile étranger;35
425;Autres troubles électrolytiques sauf ceux associés à l'hypovolémie;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;Classique;9999;Sans domicile fixe;< 5
425;Autres troubles électrolytiques sauf ceux associés à l'hypovolémie;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;De jour;2000;Région flamande;15
425;Autres troubles électrolytiques sauf ceux associés à l'hypovolémie;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;De jour;3000;Région wallonne;18
425;Autres troubles électrolytiques sauf ceux associés à l'hypovolémie;MDC 10 : Maladies endocriniennes, nutritionnelles et métaboliques;Médical;De jour;4000;Région de Bruxelles-Capitale;12
440;Transplantation rénale;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;2000;Région flamande;278
440;Transplantation rénale;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;3000;Région wallonne;137
440;Transplantation rénale;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;57
440;Transplantation rénale;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;0;Domicile étranger;19
441;Procédures majeures sur la vessie;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;2000;Région flamande;868
441;Procédures majeures sur la vessie;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;3000;Région wallonne;575
441;Procédures majeures sur la vessie;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;133
441;Procédures majeures sur la vessie;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;0;Domicile étranger;32
441;Procédures majeures sur la vessie;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;2000;Région flamande;63
441;Procédures majeures sur la vessie;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;3000;Région wallonne;29
441;Procédures majeures sur la vessie;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;4000;Région de Bruxelles-Capitale;10
441;Procédures majeures sur la vessie;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;0;Domicile étranger;< 5
442;Procédures sur les reins et les voies urinaires pour affections malignes;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;2000;Région flamande;1 310
442;Procédures sur les reins et les voies urinaires pour affections malignes;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;3000;Région wallonne;682
442;Procédures sur les reins et les voies urinaires pour affections malignes;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;150
442;Procédures sur les reins et les voies urinaires pour affections malignes;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;0;Domicile étranger;51
442;Procédures sur les reins et les voies urinaires pour affections malignes;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;2000;Région flamande;25
442;Procédures sur les reins et les voies urinaires pour affections malignes;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;3000;Région wallonne;10
442;Procédures sur les reins et les voies urinaires pour affections malignes;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;4000;Région de Bruxelles-Capitale;< 5
442;Procédures sur les reins et les voies urinaires pour affections malignes;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;0;Domicile étranger;7
443;Procédures sur les reins et les voies urinaires pour affections bénignes;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;2000;Région flamande;3 954
443;Procédures sur les reins et les voies urinaires pour affections bénignes;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;3000;Région wallonne;3 154
443;Procédures sur les reins et les voies urinaires pour affections bénignes;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;682
443;Procédures sur les reins et les voies urinaires pour affections bénignes;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;0;Domicile étranger;190
443;Procédures sur les reins et les voies urinaires pour affections bénignes;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;9999;Sans domicile fixe;< 5
443;Procédures sur les reins et les voies urinaires pour affections bénignes;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;2000;Région flamande;4 909
443;Procédures sur les reins et les voies urinaires pour affections bénignes;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;3000;Région wallonne;1 892
443;Procédures sur les reins et les voies urinaires pour affections bénignes;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;4000;Région de Bruxelles-Capitale;471
443;Procédures sur les reins et les voies urinaires pour affections bénignes;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;0;Domicile étranger;168
443;Procédures sur les reins et les voies urinaires pour affections bénignes;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;9999;Sans domicile fixe;< 5
444;Procédure uniquement pour matériel de voie d'accès de dialyse rénale;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;2000;Région flamande;586
444;Procédure uniquement pour matériel de voie d'accès de dialyse rénale;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;3000;Région wallonne;363
444;Procédure uniquement pour matériel de voie d'accès de dialyse rénale;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;106
444;Procédure uniquement pour matériel de voie d'accès de dialyse rénale;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;0;Domicile étranger;17
444;Procédure uniquement pour matériel de voie d'accès de dialyse rénale;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;9999;Sans domicile fixe;< 5
444;Procédure uniquement pour matériel de voie d'accès de dialyse rénale;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;2000;Région flamande;227
444;Procédure uniquement pour matériel de voie d'accès de dialyse rénale;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;3000;Région wallonne;127
444;Procédure uniquement pour matériel de voie d'accès de dialyse rénale;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;4000;Région de Bruxelles-Capitale;18
444;Procédure uniquement pour matériel de voie d'accès de dialyse rénale;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;0;Domicile étranger;< 5
445;Autres procédures sur la vessie;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;2000;Région flamande;863
445;Autres procédures sur la vessie;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;3000;Région wallonne;419
445;Autres procédures sur la vessie;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;126
445;Autres procédures sur la vessie;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;0;Domicile étranger;28
445;Autres procédures sur la vessie;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;9999;Sans domicile fixe;< 5
445;Autres procédures sur la vessie;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;2000;Région flamande;277
445;Autres procédures sur la vessie;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;3000;Région wallonne;142
445;Autres procédures sur la vessie;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;4000;Région de Bruxelles-Capitale;26
445;Autres procédures sur la vessie;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;0;Domicile étranger;< 5
446;Procédures urétrales et transurétrales;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;2000;Région flamande;9 498
446;Procédures urétrales et transurétrales;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;3000;Région wallonne;3 553
446;Procédures urétrales et transurétrales;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;759
446;Procédures urétrales et transurétrales;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;0;Domicile étranger;185
446;Procédures urétrales et transurétrales;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;9999;Sans domicile fixe;< 5
446;Procédures urétrales et transurétrales;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;2000;Région flamande;2 505
446;Procédures urétrales et transurétrales;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;3000;Région wallonne;595
446;Procédures urétrales et transurétrales;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;4000;Région de Bruxelles-Capitale;293
446;Procédures urétrales et transurétrales;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;0;Domicile étranger;54
446;Procédures urétrales et transurétrales;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;9999;Sans domicile fixe;< 5
447;Autres procédures du rein, des voies urinaires et apparentées;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;2000;Région flamande;288
447;Autres procédures du rein, des voies urinaires et apparentées;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;3000;Région wallonne;207
447;Autres procédures du rein, des voies urinaires et apparentées;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;54
447;Autres procédures du rein, des voies urinaires et apparentées;MDC 11 : Reins et voies urinaires;Chirurgical;Classique;0;Domicile étranger;11
447;Autres procédures du rein, des voies urinaires et apparentées;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;2000;Région flamande;46
447;Autres procédures du rein, des voies urinaires et apparentées;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;3000;Région wallonne;23
447;Autres procédures du rein, des voies urinaires et apparentées;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;4000;Région de Bruxelles-Capitale;8
447;Autres procédures du rein, des voies urinaires et apparentées;MDC 11 : Reins et voies urinaires;Chirurgical;De jour;0;Domicile étranger;< 5
461;Affection maligne des reins et des voies urinaires;MDC 11 : Reins et voies urinaires;Médical;Classique;2000;Région flamande;970
461;Affection maligne des reins et des voies urinaires;MDC 11 : Reins et voies urinaires;Médical;Classique;3000;Région wallonne;734
461;Affection maligne des reins et des voies urinaires;MDC 11 : Reins et voies urinaires;Médical;Classique;4000;Région de Bruxelles-Capitale;226
461;Affection maligne des reins et des voies urinaires;MDC 11 : Reins et voies urinaires;Médical;Classique;0;Domicile étranger;20
461;Affection maligne des reins et des voies urinaires;MDC 11 : Reins et voies urinaires;Médical;Classique;9999;Sans domicile fixe;< 5
461;Affection maligne des reins et des voies urinaires;MDC 11 : Reins et voies urinaires;Médical;De jour;2000;Région flamande;2 661
461;Affection maligne des reins et des voies urinaires;MDC 11 : Reins et voies urinaires;Médical;De jour;3000;Région wallonne;939
461;Affection maligne des reins et des voies urinaires;MDC 11 : Reins et voies urinaires;Médical;De jour;4000;Région de Bruxelles-Capitale;290
461;Affection maligne des reins et des voies urinaires;MDC 11 : Reins et voies urinaires;Médical;De jour;0;Domicile étranger;30
462;Néphrite et néphrose;MDC 11 : Reins et voies urinaires;Médical;Classique;2000;Région flamande;469
462;Néphrite et néphrose;MDC 11 : Reins et voies urinaires;Médical;Classique;3000;Région wallonne;241
462;Néphrite et néphrose;MDC 11 : Reins et voies urinaires;Médical;Classique;4000;Région de Bruxelles-Capitale;101
462;Néphrite et néphrose;MDC 11 : Reins et voies urinaires;Médical;Classique;0;Domicile étranger;12
462;Néphrite et néphrose;MDC 11 : Reins et voies urinaires;Médical;De jour;2000;Région flamande;73
462;Néphrite et néphrose;MDC 11 : Reins et voies urinaires;Médical;De jour;3000;Région wallonne;79
462;Néphrite et néphrose;MDC 11 : Reins et voies urinaires;Médical;De jour;4000;Région de Bruxelles-Capitale;31
462;Néphrite et néphrose;MDC 11 : Reins et voies urinaires;Médical;De jour;0;Domicile étranger;< 5
463;Infections des reins et des voies urinaires;MDC 11 : Reins et voies urinaires;Médical;Classique;2000;Région flamande;11 548
463;Infections des reins et des voies urinaires;MDC 11 : Reins et voies urinaires;Médical;Classique;3000;Région wallonne;8 218
463;Infections des reins et des voies urinaires;MDC 11 : Reins et voies urinaires;Médical;Classique;4000;Région de Bruxelles-Capitale;2 248
463;Infections des reins et des voies urinaires;MDC 11 : Reins et voies urinaires;Médical;Classique;0;Domicile étranger;213
463;Infections des reins et des voies urinaires;MDC 11 : Reins et voies urinaires;Médical;Classique;9999;Sans domicile fixe;10
