gewest;drg_34;drg_beschrijving;mdc_34;soort_diagnose;klassieke_hospitalisatie;daghospitalisatie
Waals Gewest;692;Radiotherapie;17;Medisch;182;70
Waals Gewest;694;Lymphatisch en andere maligne aandoeningen en neoplasmata met onzeker gedrag;17;Medisch;898;5101
Waals Gewest;695;Chemotherapie voor acute leukemie;17;Medisch;379;3445
Waals Gewest;696;Andere chemotherapie;17;Medisch;4610;134488
Waals Gewest;710;Infectieuze en parasitaire ziekten, HIV met operatiezaal procedures inbegrepen;18;Chirurgisch;1033;43
Waals Gewest;711;Postoperatieve, posttraumatische en andere toestel- infecties met operatiezaal procedures;18;Chirurgisch;855;97
Waals Gewest;720;Septicemie en gedissemineerde infecties;18;Medisch;4515;< 5
Waals Gewest;721;Postoperatieve, posttraumatische en andere toestel infecties;18;Medisch;1402;62
Waals Gewest;722;Koorts;18;Medisch;1145;17
Waals Gewest;723;Virale ziekte;18;Medisch;2652;11
Waals Gewest;724;Andere infectieuze en parasitaire ziekten;18;Medisch;880;54
Waals Gewest;740;Diagnosen van mentale ziekte met operatiezaal procedures;19;Chirurgisch;239;26
Waals Gewest;750;Schizofrenie;19;Medisch;236;< 5
Waals Gewest;751;Majeure depressieve stoornissen en andere/niet-gespecificeerde psychoses;19;Medisch;887;47
Waals Gewest;752;Persoonlijkheidsstoornissen en impulscontrolestoornissen;19;Medisch;210;0
Waals Gewest;753;Bipolaire stoornissen;19;Medisch;585;18
Waals Gewest;754;Depressie, behalve majeure depressieve diagnosen;19;Medisch;1061;< 5
Waals Gewest;755;Aanpassingstoornis en neuroses, behalve depressieve diagnosen;19;Medisch;905;12
Waals Gewest;756;Acute angst en delirante toestanden;19;Medisch;2017;< 5
Waals Gewest;757;Organische stoornissen van de geestelijke gezondheid;19;Medisch;1211;37
Waals Gewest;758;Gedragsstoornissen;19;Medisch;343;9
Waals Gewest;759;Eetstoornissen;19;Medisch;120;< 5
Waals Gewest;760;Andere stoornissen van de mentale gezondheid;19;Medisch;1883;147
Waals Gewest;770;Alcohol en drugs- misbruik of verslaving, ontslag tegen medisch advies;20;Medisch;274;0
Waals Gewest;772;Alcohol en drugs- verslaving met revalidatietherapie of revalidatie/detoxificatietherapie;20;Medisch;1196;0
Waals Gewest;773;Misbruik van en verslaving aan opiaten;20;Medisch;297;0
Waals Gewest;774;Misbruik van en verslaving aan cocaine;20;Medisch;202;0
Waals Gewest;775;Misbruik van en verslaving aan alcohol;20;Medisch;3565;9
Waals Gewest;776;Misbruik van en verslaving aan andere drugs;20;Medisch;413;< 5
Waals Gewest;791;Operatiezaal procedures voor andere complicaties van de behandeling;21;Chirurgisch;1453;412
Waals Gewest;811;Allergische reacties;21;Medisch;458;< 5
Waals Gewest;812;Vergiftiging door geneesmiddellen;21;Medisch;5322;13
Waals Gewest;813;Andere complicaties van de behandeling;21;Medisch;1820;352
Waals Gewest;815;Andere diagnosen van letsels, vergiftigingen en toxische effecten;21;Medisch;990;22
Waals Gewest;816;Toxische effecten van niet-medische substanties;21;Medisch;755;7
Waals Gewest;841;Extensieve derde graad brandwonden met huidgreffe;22;Chirurgisch;5;0
Waals Gewest;842;Brandwonden met huidgreffe behalve extensieve derde graad brandwonden;22;Chirurgisch;109;50
Waals Gewest;843;Extensieve derde graad of “full thickness” brandwonden zonder huidgreffe;22;Medisch;9;< 5
Waals Gewest;844;“Partial thickness” brandwonden zonder huidgreffe;22;Medisch;180;18
Waals Gewest;850;Procedures met diagnosen van revalidatie, nazorg of andere contacten met gezondheidsinstellingen;23;Chirurgisch;3091;11131
Waals Gewest;860;Revalidatie;23;Medisch;5181;< 5
Waals Gewest;861;Tekens, symptomen en andere factoren met invloed op de gezondheidstoestand;23;Medisch;14326;40767
Waals Gewest;862;Andere nazorg en convalescentie;23;Medisch;7823;12867
Waals Gewest;863;Neonatale nazorg;23;Medisch;355;5
Waals Gewest;890;HIV met multipele majeure HIV gerelateerde aandoeningen;24;Medisch;33;< 5
Waals Gewest;892;HIV met majeure HIV gerelateerde aandoeningen;24;Medisch;87;< 5
Waals Gewest;893;HIV met multipele significante HIV gerelateerde aandoeningen;24;Medisch;17;0
Waals Gewest;894;HIV met een significante HIV aandoening of zonder significante gerelateerde aandoeningen;24;Medisch;87;16
Waals Gewest;910;Craniotomie voor multipele significante traumata;25;Chirurgisch;55;0
Waals Gewest;911;Extensieve abdominale/thoracale procedures voor multipele significante traumata;25;Chirurgisch;74;0
Waals Gewest;912;Musculo-skeletale en andere procedures voor multipele significante traumata;25;Chirurgisch;419;< 5
Waals Gewest;930;Multipele significante traumata zonder operatiezaal procedures;25;Medisch;433;5
Waals Gewest;950;Extensieve procedure zonder verband met de hoofddiagnose;0;Chirurgisch;1746;522
Waals Gewest;951;Matige uitgebreide procedure zonder verband met de hoofddiagnose;0;Chirurgisch;4792;1026
Waals Gewest;952;Niet-extensieve procedure zonder verband met de hoofddiagnose;0;Chirurgisch;1639;895
Waals Gewest;955;Hoofddiagnose niet geldig als ontslagdiagnose;0;Andere;22;< 5
Waals Gewest;956;Niet te groeperen verblijven;0;Andere;74;12
Waals Gewest;MMM;Daghospitalisatie;SS;Andere;0;418
Brussels Hoofdstedelijk Gewest;1;Lever- en/of darmtransplantatie;PP;Chirurgisch;13;0
Brussels Hoofdstedelijk Gewest;2;Hart- en/of longtransplantatie;PP;Chirurgisch;15;0
Brussels Hoofdstedelijk Gewest;3;Beenmergtransplantatie;PP;Chirurgisch;86;0
Brussels Hoofdstedelijk Gewest;4;Extracorporele membraanoxygenatie of tracheostomie met langdurige mechanische ventilatie met extensieve procedure;PP;Chirurgisch;119;0
Brussels Hoofdstedelijk Gewest;5;Tracheostomie met langdurige mechanische ventilatie zonder extensieve procedure;PP;Chirurgisch;24;0
Brussels Hoofdstedelijk Gewest;6;Pancreastransplantatie;PP;Chirurgisch;< 5;0
Brussels Hoofdstedelijk Gewest;20;Craniotomie voor trauma;1;Chirurgisch;75;< 5
Brussels Hoofdstedelijk Gewest;21;Craniotomie behalve voor trauma;1;Chirurgisch;383;< 5
Brussels Hoofdstedelijk Gewest;22;Procedures op een ventriculaire shunt;1;Chirurgisch;61;0
Brussels Hoofdstedelijk Gewest;23;Spinale procedures;1;Chirurgisch;84;< 5
Brussels Hoofdstedelijk Gewest;24;Extracraniale vasculaire procedures;1;Chirurgisch;415;< 5
Brussels Hoofdstedelijk Gewest;26;Andere procedures op het zenuwstelsel en gerelateerde procedures;1;Chirurgisch;219;1888
Brussels Hoofdstedelijk Gewest;40;Spinale stoornissen en letsels;1;Medisch;34;10
Brussels Hoofdstedelijk Gewest;41;Maligniteit van het zenuwstelsel;1;Medisch;246;53
Brussels Hoofdstedelijk Gewest;42;Degeneratieve stoornissen van het zenuwstelsel met uitzondering van multipele sclerose;1;Medisch;1011;29
Brussels Hoofdstedelijk Gewest;43;Multipele sclerose en andere demyeliniserende ziekten;1;Medisch;249;104
Brussels Hoofdstedelijk Gewest;44;Intracraniële hemorragie;1;Medisch;234;6
Brussels Hoofdstedelijk Gewest;45;CVA en precerebrale occlusie met infarct;1;Medisch;1152;13
Brussels Hoofdstedelijk Gewest;46;Niet specifieke CVA en precerebrale occlusie zonder infarct;1;Medisch;72;16
Brussels Hoofdstedelijk Gewest;47;Transitoire cerebrale ischemie (TIA);1;Medisch;415;< 5
Brussels Hoofdstedelijk Gewest;48;Stoornissen van de perifere, craniale en autonome zenuwen;1;Medisch;321;781
Brussels Hoofdstedelijk Gewest;49;Bacteriële en tuberculeuze infecties van het zenuwstelsel;1;Medisch;72;0
Brussels Hoofdstedelijk Gewest;50;Niet bacteriële infecties van het zenuwstelsel behalve virale meningitis;1;Medisch;114;5
Brussels Hoofdstedelijk Gewest;51;Virale meningitis;1;Medisch;114;< 5
Brussels Hoofdstedelijk Gewest;52;Niet-traumatische stupor en coma;1;Medisch;159;< 5
Brussels Hoofdstedelijk Gewest;53;Epileptisch insult;1;Medisch;1742;58
Brussels Hoofdstedelijk Gewest;54;Migraine en andere hoofdpijn;1;Medisch;400;27
Brussels Hoofdstedelijk Gewest;55;Hoofdtrauma met coma > 1 uur of met hemorragie;1;Medisch;292;7
Brussels Hoofdstedelijk Gewest;56;Cerebrale contusie/laceratie en gecompliceerde schedelbreuk, met coma < 1 uur of zonder coma;1;Medisch;29;< 5
Brussels Hoofdstedelijk Gewest;57;Hersenschudding, gesloten schedelbreuk niet anders gespecificeerd, niet gecompliceerd intracraniaal letsel, coma < 1 uur of geen coma;1;Medisch;528;12
Brussels Hoofdstedelijk Gewest;58;Andere stoornissen van het zenuwstelsel;1;Medisch;2643;138
Brussels Hoofdstedelijk Gewest;70;Procedures op de orbita;2;Chirurgisch;53;57
Brussels Hoofdstedelijk Gewest;73;Procedures op het oog behalve op de orbita;2;Chirurgisch;553;12661
Brussels Hoofdstedelijk Gewest;80;Acute majeure ooginfecties;2;Medisch;80;< 5
Brussels Hoofdstedelijk Gewest;82;Oogstoornissen behalve majeure infecties;2;Medisch;269;290
Brussels Hoofdstedelijk Gewest;89;Majeure procedures op aangezichts- en schedelbeenderen;3;Chirurgisch;137;697
Brussels Hoofdstedelijk Gewest;90;Majeure procedures op larynx en trachea;3;Chirurgisch;33;13
Brussels Hoofdstedelijk Gewest;91;Andere majeure procedures op hoofd en hals;3;Chirurgisch;48;< 5
Brussels Hoofdstedelijk Gewest;92;Procedures op aangezichtsbeenderen, behalve majeure procedures op aangezichts- en schedelbeenderen;3;Chirurgisch;512;790
Brussels Hoofdstedelijk Gewest;93;Procedures op sinussen en mastoïd;3;Chirurgisch;381;284
Brussels Hoofdstedelijk Gewest;95;Palatoplastie en herstel van hazelip;3;Chirurgisch;13;< 5
Brussels Hoofdstedelijk Gewest;97;Procedures op tonsillen en adenoïden;3;Chirurgisch;650;2793
Brussels Hoofdstedelijk Gewest;98;Andere procedures op oren, neus, mond en keel;3;Chirurgisch;1479;2141
Brussels Hoofdstedelijk Gewest;110;Maligne aandoeningen van oren, neus, mond, keel, schedel/aangezicht;3;Medisch;171;83
Brussels Hoofdstedelijk Gewest;111;Vertigo en andere labyrintstoornissen;3;Medisch;377;6
Brussels Hoofdstedelijk Gewest;113;Infecties bovenste luchtwegen;3;Medisch;1981;70
Brussels Hoofdstedelijk Gewest;114;Dentale en orale ziekten en letsels;3;Medisch;371;8055
Brussels Hoofdstedelijk Gewest;115;Andere diagnosen van oren, neus, mond, keel en schedel/aangezicht;3;Medisch;6247;1055
Brussels Hoofdstedelijk Gewest;120;Majeure thoracale en respiratoire procedures;4;Chirurgisch;233;13
Brussels Hoofdstedelijk Gewest;121;Andere respiratoire en thoracale procedures;4;Chirurgisch;363;29
Brussels Hoofdstedelijk Gewest;130;Diagnose van het respiratoire stelsel met kunstmatige beademing 96+ uur;4;Medisch;76;0
Brussels Hoofdstedelijk Gewest;131;Mucoviscidose (cystic fibrosis) - longziekte;4;Medisch;78;< 5
Brussels Hoofdstedelijk Gewest;132;Bronchopulmonale dysplasie en andere chronische respiratoire ziekten ontstaan in de perinatale periode;4;Medisch;18;< 5
Brussels Hoofdstedelijk Gewest;133;Respiratoire insufficiëntie;4;Medisch;140;0
Brussels Hoofdstedelijk Gewest;134;Longembolie;4;Medisch;467;< 5
Brussels Hoofdstedelijk Gewest;135;Majeur thoracaal en respiratoir trauma;4;Medisch;211;< 5
Brussels Hoofdstedelijk Gewest;136;Maligne respiratoire aandoening;4;Medisch;761;336
Brussels Hoofdstedelijk Gewest;137;Majeure respiratoire infecties en inflammaties;4;Medisch;1129;14
Brussels Hoofdstedelijk Gewest;138;Bronchiolitis en respiratoir syncytiaal virus (RSV) pneumonie;4;Medisch;1289;< 5
Brussels Hoofdstedelijk Gewest;139;Andere pneumonie;4;Medisch;3093;16
Brussels Hoofdstedelijk Gewest;140;Chronische obstructieve longaandoeningen;4;Medisch;2295;74
Brussels Hoofdstedelijk Gewest;141;Astma;4;Medisch;662;12
Brussels Hoofdstedelijk Gewest;142;Interstitiële en alveolaire longziekte;4;Medisch;254;45
Brussels Hoofdstedelijk Gewest;143;Andere respiratoire diagnosen behalve tekens, symptomen en mineure diagnosen;4;Medisch;534;73
Brussels Hoofdstedelijk Gewest;144;Respiratoire tekens, symptomen en mineure diagnosen;4;Medisch;1674;251
Brussels Hoofdstedelijk Gewest;160;Majeur cardiothoracaal herstel van hartanomalie;5;Chirurgisch;11;0
Brussels Hoofdstedelijk Gewest;161;Inplantatie van hartdefibrillator en hartassistentiesyteem;5;Chirurgisch;100;0
Brussels Hoofdstedelijk Gewest;162;Procedures op hartkleppen met acuut myocardinfarct of complexe hoofddiagnose;5;Chirurgisch;38;0
Brussels Hoofdstedelijk Gewest;163;Procedures op hartkleppen zonder acuut myocardinfarct of complexe hoofddiagnose;5;Chirurgisch;233;0
Brussels Hoofdstedelijk Gewest;165;Coronaire overbrugging met acuut myocardinfarct of complexe hoofddiagnose;5;Chirurgisch;129;0
Brussels Hoofdstedelijk Gewest;166;Coronaire overbrugging zonder acuut myocardinfarct of complexe hoofddiagnose;5;Chirurgisch;322;0
Brussels Hoofdstedelijk Gewest;167;Andere cardiothoracale procedures en thoracovasculaire procedures;5;Chirurgisch;300;9
Brussels Hoofdstedelijk Gewest;169;Majeure abdominale vasculaire procedures;5;Chirurgisch;133;< 5
Brussels Hoofdstedelijk Gewest;170;Implantatie van permanente pacemaker met AMI, hartdecompensatie of shock;5;Chirurgisch;26;0
Brussels Hoofdstedelijk Gewest;171;Implanteren van permanente pacemaker zonder AMI, hartdecompensatie of shock;5;Chirurgisch;433;0
Brussels Hoofdstedelijk Gewest;174;Percutane coronaire procedures met acuut myocardinfarct;5;Chirurgisch;747;44
Brussels Hoofdstedelijk Gewest;175;Percutane coronaire procedures zonder acuut myocardinfarct;5;Chirurgisch;2254;257
Brussels Hoofdstedelijk Gewest;176;Vervangen van pacemaker of defibrillator;5;Chirurgisch;177;15
Brussels Hoofdstedelijk Gewest;177;Revisie van pacemaker of defibrillator behalve toestel vervanging;5;Chirurgisch;45;< 5
Brussels Hoofdstedelijk Gewest;180;Andere procedures op het circulatoire systeem;5;Chirurgisch;342;1289
Brussels Hoofdstedelijk Gewest;181;Procedures op de arteries van de onderste ledematen;5;Chirurgisch;1042;10
Brussels Hoofdstedelijk Gewest;182;Andere perifere vasculaire procedures;5;Chirurgisch;394;251
Brussels Hoofdstedelijk Gewest;190;Acuut myocardinfarct;5;Medisch;460;57
Brussels Hoofdstedelijk Gewest;191;Hartkatheterisatie voor coronaire condities;5;Medisch;1089;906
Brussels Hoofdstedelijk Gewest;192;Hartkatheterisatie voor andere niet-coronaire condities;5;Medisch;1038;200
Brussels Hoofdstedelijk Gewest;193;Acute en subacute endocarditis;5;Medisch;22;0
Brussels Hoofdstedelijk Gewest;194;Hartfalen;5;Medisch;2121;6
Brussels Hoofdstedelijk Gewest;196;Hartstilstand en shock;5;Medisch;143;5
Brussels Hoofdstedelijk Gewest;197;Perifere en andere vasculaire stoornissen;5;Medisch;509;189
Brussels Hoofdstedelijk Gewest;198;Angina pectoris en coronaire atherosclerose;5;Medisch;293;8
Brussels Hoofdstedelijk Gewest;199;Hypertensie;5;Medisch;296;18
Brussels Hoofdstedelijk Gewest;200;Structurele hartaandoeningen en kleplijden;5;Medisch;119;14
Brussels Hoofdstedelijk Gewest;201;Hartaritmie en geleidingsstoornissen;5;Medisch;1086;553
Brussels Hoofdstedelijk Gewest;203;Thoracale pijn;5;Medisch;177;15
Brussels Hoofdstedelijk Gewest;204;Syncope en collaps;5;Medisch;467;9
Brussels Hoofdstedelijk Gewest;205;Cardiomyopathie;5;Medisch;60;< 5
Brussels Hoofdstedelijk Gewest;206;Dysfunctie, reactie en complicatie op cardiaal of vasculair toestel of procedure;5;Medisch;100;58
Brussels Hoofdstedelijk Gewest;207;Andere diagnosen van het circulatoir stelsel;5;Medisch;467;37
Brussels Hoofdstedelijk Gewest;220;Majeure procedures op oesofagus, maag en duodenum;6;Chirurgisch;260;27
Brussels Hoofdstedelijk Gewest;221;Majeure procedures op dunne en dikke darm;6;Chirurgisch;1047;15
Brussels Hoofdstedelijk Gewest;222;Andere procedures op oesofagus, maag en duodenum;6;Chirurgisch;395;70
Brussels Hoofdstedelijk Gewest;223;Andere procedures op dunne en dikke darm;6;Chirurgisch;375;200
Brussels Hoofdstedelijk Gewest;224;Peritoneale adhesiolyse;6;Chirurgisch;130;< 5
Brussels Hoofdstedelijk Gewest;225;Appendectomie;6;Chirurgisch;1368;38
Brussels Hoofdstedelijk Gewest;226;Anale procedures;6;Chirurgisch;740;837
Brussels Hoofdstedelijk Gewest;227;Procedures voor hernia behalve voor hernia inguinalis, femoralis en umbilicalis;6;Chirurgisch;765;243
Brussels Hoofdstedelijk Gewest;228;Procedures voor hernia inguinalis, femoralis en umbilicalis;6;Chirurgisch;1462;867
Brussels Hoofdstedelijk Gewest;229;Andere procedures op het spijsverteringsstelsel en abdomen;6;Chirurgisch;302;60
Brussels Hoofdstedelijk Gewest;240;Maligne aandoeningen van het spijsverteringsstelsel;6;Medisch;649;623
Brussels Hoofdstedelijk Gewest;241;Peptisch ulcus en gastritis;6;Medisch;689;3451
Brussels Hoofdstedelijk Gewest;242;Majeure slokdarmstoornissen;6;Medisch;77;43
Brussels Hoofdstedelijk Gewest;243;Andere slokdarmstoornissen;6;Medisch;483;1871
Brussels Hoofdstedelijk Gewest;244;Diverticulitis en diverticulosis;6;Medisch;647;2044
Brussels Hoofdstedelijk Gewest;245;Inflammatoire darmziekte;6;Medisch;346;787
Brussels Hoofdstedelijk Gewest;246;Gastro-intestinale vasculaire insufficiëntie;6;Medisch;69;< 5
Brussels Hoofdstedelijk Gewest;247;Intestinale obstructie;6;Medisch;582;14
Brussels Hoofdstedelijk Gewest;248;Majeure gastro-intestinale en peritoneale infecties;6;Medisch;338;6
Brussels Hoofdstedelijk Gewest;249;Andere gastro-enteritis, misselijkheid en braken;6;Medisch;1643;494
Brussels Hoofdstedelijk Gewest;251;Abdominale pijn;6;Medisch;343;634
Brussels Hoofdstedelijk Gewest;252;Dysfunctie, reactie op en complicatie van gastro-intestinaal toestel of procedure;6;Medisch;226;76
Brussels Hoofdstedelijk Gewest;253;Andere en niet gespecificeerde gastro-intestinale hemorragie;6;Medisch;255;154
Brussels Hoofdstedelijk Gewest;254;Andere diagnosen van spijsverteringsstelsel;6;Medisch;1718;7038
Brussels Hoofdstedelijk Gewest;260;Majeure pancreas-, lever- en shuntprocedures;7;Chirurgisch;219;7
Brussels Hoofdstedelijk Gewest;261;Majeure procedures op de galwegen;7;Chirurgisch;143;7
Brussels Hoofdstedelijk Gewest;262;Cholecystectomie, behalve laparoscopisch;7;Chirurgisch;59;0
Brussels Hoofdstedelijk Gewest;263;Laparoscopische cholecystectomie;7;Chirurgisch;1825;70
Brussels Hoofdstedelijk Gewest;264;Andere procedures op hepatobiliair stelsel en pancreas, abdominaal;7;Chirurgisch;208;36
Brussels Hoofdstedelijk Gewest;279;Hepatisch coma en andere majeure acute leverstoornissen;7;Medisch;169;24
Brussels Hoofdstedelijk Gewest;280;Alcoholische leverziekte;7;Medisch;304;< 5
Brussels Hoofdstedelijk Gewest;281;Maligne aandoeningen van het hepatobiliair stelsel en de pancreas;7;Medisch;527;216
Brussels Hoofdstedelijk Gewest;282;Stoornissen van de pancreas behalve maligne aandoeningen;7;Medisch;764;87
Brussels Hoofdstedelijk Gewest;283;Andere leverstoornissen;7;Medisch;396;82
Brussels Hoofdstedelijk Gewest;284;Stoornissen van de galblaas en de galwegen;7;Medisch;1077;74
Brussels Hoofdstedelijk Gewest;301;Vervanging van heupgewricht;8;Chirurgisch;1824;< 5
Brussels Hoofdstedelijk Gewest;302;Vervanging van kniegewricht;8;Chirurgisch;1629;11
Brussels Hoofdstedelijk Gewest;303;Dorsolumbale arthrodese bij wervelkolomafwijkingen;8;Chirurgisch;24;0
Brussels Hoofdstedelijk Gewest;304;Dorsolumbale arthrodese behalve bij wervelkolomafwijkingen;8;Chirurgisch;430;< 5
Brussels Hoofdstedelijk Gewest;305;Amputatie van onderste lidmaat behalve tenen;8;Chirurgisch;112;0
Brussels Hoofdstedelijk Gewest;308;Herstellen van heup en femur fracturen;8;Chirurgisch;931;< 5
Brussels Hoofdstedelijk Gewest;309;Andere significante procedures op heup en femur;8;Chirurgisch;277;106
Brussels Hoofdstedelijk Gewest;310;Excisie en decompressie van discus intervertebralis;8;Chirurgisch;927;< 5
Brussels Hoofdstedelijk Gewest;312;Huidgreffe behalve op de hand, voor musculo-skeletaal en bindweefsel diagnosen;8;Chirurgisch;43;57
Brussels Hoofdstedelijk Gewest;313;Procedures op de knie en het onderbeen, behalve op de voet;8;Chirurgisch;1693;2381
Brussels Hoofdstedelijk Gewest;314;Procedures op voet en tenen;8;Chirurgisch;1161;454
Brussels Hoofdstedelijk Gewest;315;Procedures op schouder, arm en voorarm behalve gewrichtsvervanging;8;Chirurgisch;2344;930
Brussels Hoofdstedelijk Gewest;316;Procedures op hand en pols;8;Chirurgisch;262;2187
Brussels Hoofdstedelijk Gewest;317;Procedures op pees, spier en andere weke weefsels;8;Chirurgisch;714;525
Brussels Hoofdstedelijk Gewest;320;Andere procedures op musculo-skeletaalstelsel en bindweefsel;8;Chirurgisch;805;1262
Brussels Hoofdstedelijk Gewest;321;Cervicale artrodese en andere procedures op nek/rug, behalve excisie/decompressie discus intervertebralis;8;Chirurgisch;346;13
Brussels Hoofdstedelijk Gewest;322;Vervanging van schouder en elleboog gewricht;8;Chirurgisch;85;< 5
Brussels Hoofdstedelijk Gewest;340;Femurfracturen;8;Medisch;140;< 5
Brussels Hoofdstedelijk Gewest;341;Fracturen van het bekken of luxatie van de heup;8;Medisch;262;0
Brussels Hoofdstedelijk Gewest;342;Fracturen of luxatie, behalve femur, heup en bekken;8;Medisch;763;422
Brussels Hoofdstedelijk Gewest;343;Maligne aandoeningen van het musculoskeletaal stelsel en pathologische fracturen hierdoor.;8;Medisch;166;65
Brussels Hoofdstedelijk Gewest;344;Osteomyelitis, septische arthritis en andere musculo-skeletale infecties;8;Medisch;208;16
Brussels Hoofdstedelijk Gewest;346;Stoornissen van het bindweefsel;8;Medisch;386;291
Brussels Hoofdstedelijk Gewest;347;Andere stoornissen, breuken en letsels van de rug en van de nek;8;Medisch;1195;11193
Brussels Hoofdstedelijk Gewest;349;Dysfunctie, bijwerking en complicaties van orthopedisch toestel of procedure;8;Medisch;184;13
Brussels Hoofdstedelijk Gewest;351;Andere diagnosen van het musculo-skeletaal stelsel en bindweefsel;8;Medisch;994;667
Brussels Hoofdstedelijk Gewest;361;Huidgreffe voor huid en subcutaan weefsel diagnosen;9;Chirurgisch;378;878
Brussels Hoofdstedelijk Gewest;362;Mastectomie procedures;9;Chirurgisch;502;31
Brussels Hoofdstedelijk Gewest;363;Procedures op de borst, behalve mastectomie;9;Chirurgisch;1415;500
Brussels Hoofdstedelijk Gewest;364;Andere procedures op huid, subcutaan weefsel en gerelateerde procedures;9;Chirurgisch;735;929
Brussels Hoofdstedelijk Gewest;380;Huidulcera;9;Medisch;172;< 5
Brussels Hoofdstedelijk Gewest;381;Majeure aandoeningen van de huid;9;Medisch;81;62
Brussels Hoofdstedelijk Gewest;382;Maligne aandoeningen van de mamma;9;Medisch;131;220
Brussels Hoofdstedelijk Gewest;383;Cellulitis en andere huidinfecties;9;Medisch;1270;256
Brussels Hoofdstedelijk Gewest;384;Contusie, open wonde en andere trauma van de huid en van het subcutaan weefsel;9;Medisch;654;497
Brussels Hoofdstedelijk Gewest;385;Andere aandoeningen van de huid, het subcutaan weefsel en de mamma;9;Medisch;544;1971
Brussels Hoofdstedelijk Gewest;401;Procedures op bijnieren en hypofyse;10;Chirurgisch;60;0
Brussels Hoofdstedelijk Gewest;403;Procedures voor obesitas;10;Chirurgisch;1063;< 5
Brussels Hoofdstedelijk Gewest;404;Procedures op schildklier, bijschildklieren en ductus thyreoglossus;10;Chirurgisch;592;< 5
Brussels Hoofdstedelijk Gewest;405;Andere procedures bij endocriene, nutritionele en metabole stoornissen;10;Chirurgisch;28;0
Brussels Hoofdstedelijk Gewest;420;Diabetes;10;Medisch;1205;8
Brussels Hoofdstedelijk Gewest;421;Malnutritie,  “failure to thrive” en andere nutritionele stoornissen;10;Medisch;535;83
Brussels Hoofdstedelijk Gewest;422;Hypovolemie en gerelateerde electrolytenstoornissen;10;Medisch;447;< 5
Brussels Hoofdstedelijk Gewest;423;Congenitale afwijkingen van het metabolisme;10;Medisch;58;32
Brussels Hoofdstedelijk Gewest;424;Andere endocriene stoornissen;10;Medisch;343;33
Brussels Hoofdstedelijk Gewest;425;Andere elektrolytenstoornissen behalve in verband met hypovolemie;10;Medisch;459;< 5
Brussels Hoofdstedelijk Gewest;440;Niertransplantatie;11;Chirurgisch;37;0
Brussels Hoofdstedelijk Gewest;441;Majeure procedures op de blaas;11;Chirurgisch;103;< 5
Brussels Hoofdstedelijk Gewest;442;Procedures op nier en urinewegen voor maligne aandoening;11;Chirurgisch;159;< 5
Brussels Hoofdstedelijk Gewest;443;Procedures op nier en urinewegen voor niet maligne aandoening;11;Chirurgisch;820;703
Brussels Hoofdstedelijk Gewest;444;Procedure enkel voor het aanleggen van een dialyse toegangsweg toestel;11;Chirurgisch;127;5
Brussels Hoofdstedelijk Gewest;445;Andere procedures op de blaas;11;Chirurgisch;96;54
Brussels Hoofdstedelijk Gewest;446;Transurethrale en urethrale procedures;11;Chirurgisch;948;493
Brussels Hoofdstedelijk Gewest;447;Andere procedures op nieren, urinewegen en gerelateerde procedures;11;Chirurgisch;47;5
Brussels Hoofdstedelijk Gewest;461;Maligne aandoening van de nier en urinewegen;11;Medisch;192;269
Brussels Hoofdstedelijk Gewest;462;Nefritis en nefrose;11;Medisch;116;25
Brussels Hoofdstedelijk Gewest;463;Infecties van de nier en de urinewegen;11;Medisch;2526;89
Brussels Hoofdstedelijk Gewest;465;Urinaire stenen en verworven bovenste urinewegobstructie;11;Medisch;748;1374
Brussels Hoofdstedelijk Gewest;466;Dysfunctie, reactie op en complicatie van genito-urinair toestel of procedure;11;Medisch;273;53
Brussels Hoofdstedelijk Gewest;468;Andere nier en urinewegen diagnosen, tekens en symptomen;11;Medisch;713;1622
Brussels Hoofdstedelijk Gewest;469;Acute nierziekten;11;Medisch;212;0
Brussels Hoofdstedelijk Gewest;470;Chronische nierziekten;11;Medisch;347;26
Brussels Hoofdstedelijk Gewest;480;Majeure procedures in het kleine bekken bij de man;12;Chirurgisch;196;< 5
Brussels Hoofdstedelijk Gewest;481;Procedures op de penis;12;Chirurgisch;123;439
Brussels Hoofdstedelijk Gewest;482;Transurethrale prostatectomie;12;Chirurgisch;567;31
Brussels Hoofdstedelijk Gewest;483;Procedures op de testes en het scrotum;12;Chirurgisch;258;467
Brussels Hoofdstedelijk Gewest;484;Andere procedures op het mannelijk voortplantingsstelsel en gerelateerde procedures;12;Chirurgisch;200;17
Brussels Hoofdstedelijk Gewest;500;Maligne aandoening van het mannelijk voortplantingsstelsel;12;Medisch;138;175
Brussels Hoofdstedelijk Gewest;501;Diagnosen van het mannelijk voortplantingsstelsel behalve maligne aandoeningen;12;Medisch;474;4094
Brussels Hoofdstedelijk Gewest;510;Evisceratie van het kleine bekken, radicale hysterectomie en andere radicale gynaecologische procedures;13;Chirurgisch;42;0
Brussels Hoofdstedelijk Gewest;511;Procedures op uterus/adnexen voor maligne aandoening van ovaria en adnexen;13;Chirurgisch;64;5
Brussels Hoofdstedelijk Gewest;512;Procedures op uterus/adnexen voor maligne aandoening behalve ovaria en adnexen;13;Chirurgisch;109;7
Brussels Hoofdstedelijk Gewest;513;Procedures op uterus/adnexen voor niet-maligne aandoening behalve leiomyoma;13;Chirurgisch;1134;1100
